Time (s)	Corrected time (s)	WE(1).Potential (V)	WE(1).Current (A)
1632.03154287952	0	-0.9619140625	-0.000887145996093749
1632.03304287951	0.00149999999621286	-0.96160888671875	-0.000887451171875001
1632.03454287951	0.00299999999242573	-0.96160888671875	-0.00088775634765625
1632.03604287951	0.00449999998863859	-0.96160888671875	-0.00088623046875
1632.0375428795	0.00599999998485146	-0.96160888671875	-0.000884399414062501
1632.0390428795	0.00749999998106432	-0.9613037109375	-0.0008837890625
1632.04054287949	0.00899999997727718	-0.96160888671875	-0.000877990722656249
1632.04204287949	0.01049999997349	-0.9613037109375	-0.000880126953125
1632.04354287949	0.0119999999697029	-0.9613037109375	-0.00088348388671875
1632.04504287948	0.0134999999659158	-0.9613037109375	-0.00088165283203125
1632.04654287948	0.0149999999621286	-0.96160888671875	-0.00088043212890625
1632.04804287947	0.0164999999583415	-0.9619140625	-0.00088165283203125
1632.04954287947	0.0179999999545544	-0.96221923828125	-0.000882873535156251
1632.05104287947	0.0194999999507672	-0.96221923828125	-0.000882568359375
1632.05254287946	0.0209999999469801	-0.9619140625	-0.000882873535156251
1632.05404287946	0.022499999943193	-0.9619140625	-0.000881347656250001
1632.05554287946	0.0239999999394058	-0.9619140625	-0.000879821777343751
1632.05704287945	0.0254999999356187	-0.96221923828125	-0.000880126953125
1632.05854287945	0.0269999999318316	-0.96221923828125	-0.00087738037109375
1632.06004287944	0.0284999999280444	-0.96221923828125	-0.000879821777343751
1632.06154287944	0.0299999999242573	-0.96221923828125	-0.000876770019531251
1632.06304287944	0.0314999999204701	-0.96221923828125	-0.0008807373046875
1632.06454287943	0.032999999916683	-0.9625244140625	-0.00087921142578125
1632.06604287943	0.0344999999128959	-0.96221923828125	-0.0008746337890625
1632.06754287943	0.0359999999091087	-0.9619140625	-0.00087493896484375
1632.06904287942	0.0374999999053216	-0.9619140625	-0.000873718261718751
1632.07054287942	0.0389999999015345	-0.9619140625	-0.000873413085937499
1632.07204287941	0.0404999998977473	-0.9619140625	-0.00087005615234375
1632.07354287941	0.0419999998939602	-0.96221923828125	-0.00087493896484375
1632.07504287941	0.0434999998901731	-0.9619140625	-0.00087127685546875
1632.0765428794	0.0449999998863859	-0.9619140625	-0.00087127685546875
1632.0780428794	0.0464999998825988	-0.9619140625	-0.000870666503906251
1632.0795428794	0.0479999998788116	-0.9619140625	-0.00087158203125
1632.08104287939	0.0494999998750245	-0.9619140625	-0.00087158203125
1632.08254287939	0.0509999998712374	-0.9619140625	-0.0008685302734375
1632.08404287938	0.0524999998674502	-0.9619140625	-0.000871887207031249
1632.08554287938	0.0539999998636631	-0.96221923828125	-0.00087158203125
1632.08704287938	0.055499999859876	-0.96221923828125	-0.00086883544921875
1632.08854287937	0.0569999998560888	-0.96221923828125	-0.000870361328124999
1632.09004287937	0.0584999998523017	-0.96221923828125	-0.00086639404296875
1632.09154287937	0.0599999998485146	-0.96221923828125	-0.00086883544921875
1632.09304287936	0.0614999998447274	-0.96160888671875	-0.00086883544921875
1632.09454287936	0.0629999998409403	-0.96160888671875	-0.000865783691406249
1632.09604287935	0.0644999998371532	-0.96160888671875	-0.0008673095703125
1632.09754287935	0.065999999833366	-0.9613037109375	-0.0008673095703125
1632.09904287935	0.0674999998295789	-0.96160888671875	-0.00086883544921875
1632.10054287934	0.0689999998257917	-0.9613037109375	-0.000865478515625
1632.10204287934	0.0704999998220046	-0.96160888671875	-0.000864257812499999
1632.10354287933	0.0719999998182175	-0.96160888671875	-0.0008636474609375
1632.10504287933	0.0734999998144303	-0.96160888671875	-0.00086517333984375
1632.10654287933	0.0749999998106432	-0.9613037109375	-0.0008624267578125
1632.10804287932	0.0764999998068561	-0.9613037109375	-0.000866088867187501
1632.10954287932	0.0779999998030689	-0.96160888671875	-0.000861511230468751
1632.11104287932	0.0794999997992818	-0.96160888671875	-0.000866088867187501
1632.11254287931	0.0809999997954947	-0.9613037109375	-0.000863037109375001
1632.11404287931	0.0824999997917075	-0.9613037109375	-0.000864257812499999
1632.1155428793	0.0839999997879204	-0.96160888671875	-0.00086090087890625
1632.1170428793	0.0854999997841333	-0.9613037109375	-0.00086334228515625
1632.1185428793	0.0869999997803461	-0.9613037109375	-0.00085784912109375
1632.12004287929	0.088499999776559	-0.96160888671875	-0.00086090087890625
1632.12154287929	0.0899999997727718	-0.9619140625	-0.00086090087890625
1632.12304287929	0.0914999997689847	-0.9619140625	-0.00086029052734375
1632.12454287928	0.0929999997651976	-0.96160888671875	-0.000859985351562501
1632.12604287928	0.0944999997614104	-0.96160888671875	-0.000859985351562501
1632.12754287927	0.0959999997576233	-0.9625244140625	-0.00085906982421875
1632.12904287927	0.0974999997538362	-0.9625244140625	-0.000856628417968749
1632.13054287927	0.098999999750049	-0.96221923828125	-0.000859985351562501
1632.13204287926	0.100499999746262	-0.96221923828125	-0.00085784912109375
1632.13354287926	0.101999999742475	-0.96221923828125	-0.0008636474609375
1632.13504287926	0.103499999738688	-0.96221923828125	-0.00086181640625
1632.13654287925	0.1049999997349	-0.9619140625	-0.00086090087890625
1632.13804287925	0.106499999731113	-0.9619140625	-0.00085906982421875
1632.13954287924	0.107999999727326	-0.9619140625	-0.0008587646484375
1632.14104287924	0.109499999723539	-0.9619140625	-0.0008575439453125
1632.14254287924	0.110999999719752	-0.96221923828125	-0.00085784912109375
1632.14404287923	0.112499999715965	-0.9619140625	-0.0008587646484375
1632.14554287923	0.113999999712178	-0.9619140625	-0.0008563232421875
1632.14704287922	0.115499999708391	-0.96160888671875	-0.000855712890625
